"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EU27_2020","GFCF","TOT","MLN_USD","A","1996",1672636.529,
"EU27_2020","GFCF","TOT","MLN_USD","A","1997",1739398.162,
"EU27_2020","GFCF","TOT","MLN_USD","A","1998",1862725.948,
"EU27_2020","GFCF","TOT","MLN_USD","A","1999",1984678.402,
"EU27_2020","GFCF","TOT","MLN_USD","A","2000",2155582.865,
"EU27_2020","GFCF","TOT","MLN_USD","A","2001",2220597.446,
"EU27_2020","GFCF","TOT","MLN_USD","A","2002",2250424.044,
"EU27_2020","GFCF","TOT","MLN_USD","A","2003",2295895.632,
"EU27_2020","GFCF","TOT","MLN_USD","A","2004",2424065.619,
"EU27_2020","GFCF","TOT","MLN_USD","A","2005",2565554.213,
"EU27_2020","GFCF","TOT","MLN_USD","A","2006",2888837.642,
"EU27_2020","GFCF","TOT","MLN_USD","A","2007",3179735.885,
"EU27_2020","GFCF","TOT","MLN_USD","A","2008",3312769.047,
"EU27_2020","GFCF","TOT","MLN_USD","A","2009",2976333.343,
"EU27_2020","GFCF","TOT","MLN_USD","A","2010",3001397.717,
"EU27_2020","GFCF","TOT","MLN_USD","A","2011",3163779.968,
"EU27_2020","GFCF","TOT","MLN_USD","A","2012",3138825.521,
"EU27_2020","GFCF","TOT","MLN_USD","A","2013",3154453.944,
"EU27_2020","GFCF","TOT","MLN_USD","A","2014",3255684.648,
"EU27_2020","GFCF","TOT","MLN_USD","A","2015",3437250.728,
"EU27_2020","GFCF","TOT","MLN_USD","A","2016",3694433.996,
"EU27_2020","GFCF","TOT","MLN_USD","A","2017",3953678.076,
"EU27_2020","GFCF","TOT","MLN_USD","A","2018",4223525.101,
"EU27_2020","GFCF","TOT","MLN_USD","A","2019",4719750.818,
"EU27_2020","GFCF","TOT","MLN_USD","A","2020",4546019.898,
"EU27_2020","GFCF","TOT","MLN_USD","A","2021",4847274.775,
"ALB","GFCF","TOT","MLN_USD","A","1997",1721.087,
"ALB","GFCF","TOT","MLN_USD","A","1998",2031.086,
"ALB","GFCF","TOT","MLN_USD","A","1999",2540.911,
"ALB","GFCF","TOT","MLN_USD","A","2000",3805.747,
"ALB","GFCF","TOT","MLN_USD","A","2001",4833.371,
"ALB","GFCF","TOT","MLN_USD","A","2002",5127.787,
"ALB","GFCF","TOT","MLN_USD","A","2003",5455.52,
"ALB","GFCF","TOT","MLN_USD","A","2004",6209.629,
"ALB","GFCF","TOT","MLN_USD","A","2005",6697.903,
"ALB","GFCF","TOT","MLN_USD","A","2006",7479.982,
"ALB","GFCF","TOT","MLN_USD","A","2007",7871.528,
"ALB","GFCF","TOT","MLN_USD","A","2008",8233.201,
"ALB","GFCF","TOT","MLN_USD","A","2009",8439.428,
"ALB","GFCF","TOT","MLN_USD","A","2010",7973.743,
"ALB","GFCF","TOT","MLN_USD","A","2011",8708.726,
"ALB","GFCF","TOT","MLN_USD","A","2012",8087.098,
"ALB","GFCF","TOT","MLN_USD","A","2013",7981.389,
"ALB","GFCF","TOT","MLN_USD","A","2014",7858.588,
"ALB","GFCF","TOT","MLN_USD","A","2015",8199.47,
"ALB","GFCF","TOT","MLN_USD","A","2016",8465.423,
"ALB","GFCF","TOT","MLN_USD","A","2017",9018.784,
"ALB","GFCF","TOT","MLN_USD","A","2018",9232.606,
"ALB","GFCF","TOT","MLN_USD","A","2019",9175.544,
"ALB","GFCF","TOT","MLN_USD","A","2020",9060.897,"P"
"ALB","GFCF","TOT","MLN_USD","A","2021",10752.339,"E"
"SRB","GFCF","TOT","MLN_USD","A","2000",5520.959,
"SRB","GFCF","TOT","MLN_USD","A","2001",5936.263,
"SRB","GFCF","TOT","MLN_USD","A","2002",8187.896,
"SRB","GFCF","TOT","MLN_USD","A","2003",9807.895,
"SRB","GFCF","TOT","MLN_USD","A","2004",12378.279,
"SRB","GFCF","TOT","MLN_USD","A","2005",13279.28,
"SRB","GFCF","TOT","MLN_USD","A","2006",16039.529,
"SRB","GFCF","TOT","MLN_USD","A","2007",19717.02,
"SRB","GFCF","TOT","MLN_USD","A","2008",22011.181,
"SRB","GFCF","TOT","MLN_USD","A","2009",17153.816,
"SRB","GFCF","TOT","MLN_USD","A","2010",16494.239,
"SRB","GFCF","TOT","MLN_USD","A","2011",17410.348,
"SRB","GFCF","TOT","MLN_USD","A","2012",20269.144,
"SRB","GFCF","TOT","MLN_USD","A","2013",17265.311,
"SRB","GFCF","TOT","MLN_USD","A","2014",16672.62,
"SRB","GFCF","TOT","MLN_USD","A","2015",17975.748,
"SRB","GFCF","TOT","MLN_USD","A","2016",19095.2,
"SRB","GFCF","TOT","MLN_USD","A","2017",20685.245,
"SRB","GFCF","TOT","MLN_USD","A","2018",24794.076,
"SRB","GFCF","TOT","MLN_USD","A","2019",30276.125,
"SRB","GFCF","TOT","MLN_USD","A","2020",28923.929,
"SRB","GFCF","TOT","MLN_USD","A","2021",33248.195,"P"
"GEO","GFCF","TOT","MLN_USD","A","2010",5419.709,
"GEO","GFCF","TOT","MLN_USD","A","2011",6379.513,
"GEO","GFCF","TOT","MLN_USD","A","2012",8102.971,
"GEO","GFCF","TOT","MLN_USD","A","2013",7412.562,
"GEO","GFCF","TOT","MLN_USD","A","2014",9409.294,
"GEO","GFCF","TOT","MLN_USD","A","2015",10967.145,
"GEO","GFCF","TOT","MLN_USD","A","2016",12712.343,
"GEO","GFCF","TOT","MLN_USD","A","2017",12914.951,
"GEO","GFCF","TOT","MLN_USD","A","2018",13676.587,
"GEO","GFCF","TOT","MLN_USD","A","2019",13966.96,
"GEO","GFCF","TOT","MLN_USD","A","2020",12274.168,
"GEO","GFCF","TOT","MLN_USD","A","2021",13201.579,
"CMR","GFCF","TOT","MLN_USD","A","1993",3117.996,
"CMR","GFCF","TOT","MLN_USD","A","1994",3640.66,
"CMR","GFCF","TOT","MLN_USD","A","1995",3920.936,
"CMR","GFCF","TOT","MLN_USD","A","1996",4204.575,
"CMR","GFCF","TOT","MLN_USD","A","1997",4635.358,
"CMR","GFCF","TOT","MLN_USD","A","1998",5018.553,
"CMR","GFCF","TOT","MLN_USD","A","1999",5184.219,
"CMR","GFCF","TOT","MLN_USD","A","2000",5498.808,
"CMR","GFCF","TOT","MLN_USD","A","2001",6449.848,
"CMR","GFCF","TOT","MLN_USD","A","2002",6944.451,
"CMR","GFCF","TOT","MLN_USD","A","2003",7027.004,
"CMR","GFCF","TOT","MLN_USD","A","2004",7946.227,
"CMR","GFCF","TOT","MLN_USD","A","2005",8240.212,
"CMR","GFCF","TOT","MLN_USD","A","2006",8474.182,
"CMR","GFCF","TOT","MLN_USD","A","2007",9449.716,
"CMR","GFCF","TOT","MLN_USD","A","2008",10604.946,
"CMR","GFCF","TOT","MLN_USD","A","2009",10234.73,
"CMR","GFCF","TOT","MLN_USD","A","2010",10615.938,
"CMR","GFCF","TOT","MLN_USD","A","2011",11450.053,
"CMR","GFCF","TOT","MLN_USD","A","2012",11567.306,
"CMR","GFCF","TOT","MLN_USD","A","2013",12709.723,
"CMR","GFCF","TOT","MLN_USD","A","2014",14603.837,
"CMR","GFCF","TOT","MLN_USD","A","2015",14724.272,
"CMR","GFCF","TOT","MLN_USD","A","2016",16420.845,
"CMR","GFCF","TOT","MLN_USD","A","2017",17373.771,
"CMR","GFCF","TOT","MLN_USD","A","2018",18735.798,
"CMR","GFCF","TOT","MLN_USD","A","2019",19267.785,
"CMR","GFCF","TOT","MLN_USD","A","2020",18294.15,
"SEN","GFCF","TOT","MLN_USD","A","1999",3368.39,
"SEN","GFCF","TOT","MLN_USD","A","2000",3762.016,
"SEN","GFCF","TOT","MLN_USD","A","2001",3956.018,
"SEN","GFCF","TOT","MLN_USD","A","2002",4333.912,
"SEN","GFCF","TOT","MLN_USD","A","2003",3976.475,
"SEN","GFCF","TOT","MLN_USD","A","2004",4294.28,
"SEN","GFCF","TOT","MLN_USD","A","2005",4830.09,
"SEN","GFCF","TOT","MLN_USD","A","2006",5908.458,
"SEN","GFCF","TOT","MLN_USD","A","2007",6193.925,
"SEN","GFCF","TOT","MLN_USD","A","2008",7020.335,
"SEN","GFCF","TOT","MLN_USD","A","2009",6394.84,
"SEN","GFCF","TOT","MLN_USD","A","2010",6228.433,
"SEN","GFCF","TOT","MLN_USD","A","2011",7312.318,
"SEN","GFCF","TOT","MLN_USD","A","2012",7600.622,
"SEN","GFCF","TOT","MLN_USD","A","2013",8379.234,
"SEN","GFCF","TOT","MLN_USD","A","2014",9421.069,
"SEN","GFCF","TOT","MLN_USD","A","2015",9970.564,
"SEN","GFCF","TOT","MLN_USD","A","2016",11035.438,
"SEN","GFCF","TOT","MLN_USD","A","2017",12758.436,
"SEN","GFCF","TOT","MLN_USD","A","2018",15215.245,
"SEN","GFCF","TOT","MLN_USD","A","2019",16969.286,
"SEN","GFCF","TOT","MLN_USD","A","2020",17290.49,
